gene,chr,start,stop,lead_or_lag
YLL006W,chrXII,136586,137866,+
YLL005C,chrXII,137940,140546,-
YLL004W,chrXII,141073,142923,+
YLL003W,chrXII,143201,146041,+
YLL002W,chrXII,146291,147601,+
YLL001W,chrXII,147890,150163,+
YLR001C,chrXII,151389,153977,-
YLR002C,chrXII,154343,156334,-
YLR003C,chrXII,156855,157730,-
YLR004C,chrXII,157934,159505,-
YLR005W,chrXII,160049,161434,+
YLR006C,chrXII,161755,163893,-
YLR007W,chrXII,164392,165402,+
YLR008C,chrXII,165577,166083,-
YLR009W,chrXII,166537,167136,+
YLR010C,chrXII,167320,167802,-
YLR011W,chrXII,169103,169678,+
YLR012C,chrXII,169982,170281,-
YLR013W,chrXII,171339,171764,+
YLR014C,chrXII,172268,174982,-
YLR015W,chrXII,175227,176744,+
YLR016C,chrXII,176802,177416,-
YLR017W,chrXII,177608,178621,+
YLR018C,chrXII,178707,179606,-
YLR019W,chrXII,180288,181481,+
YLR020C,chrXII,181789,183405,-
YLR021W,chrXII,183623,184162,+
YLR022C,chrXII,184174,184926,-
YLR023C,chrXII,185498,187129,-
YLR024C,chrXII,187663,193281,-
YLR025W,chrXII,194452,195174,+
YLR026C,chrXII,195450,196472,-
YLR027C,chrXII,196829,198085,-
YLR028C,chrXII,199540,201315,-
YLR029C,chrXII,201976,202590,-
YLR030W,chrXII,203290,204081,+
YLR031W,chrXII,204225,204785,+
YLR032W,chrXII,204991,208500,+
YLR033W,chrXII,208761,210269,+
YLR034C,chrXII,210512,211933,-
YLR035C,chrXII,212369,214456,-
YLR036C,chrXII,221521,222132,-
YLR037C,chrXII,222685,223059,-
YLR038C,chrXII,224921,225172,-
YLR039C,chrXII,225426,228596,-
YLR040C,chrXII,228908,229582,-
YLR041W,chrXII,229377,229697,+
YLR042C,chrXII,229966,230451,-
YLR043C,chrXII,231702,232013,-
YLR044C,chrXII,232390,234081,-
YLR045C,chrXII,235037,237703,-
YLR046C,chrXII,238001,238813,-
YLR047C,chrXII,239347,241407,-
YLR048W,chrXII,242232,243349,+
YLR049C,chrXII,243886,245172,-
YLR050C,chrXII,245587,246072,-
YLR051C,chrXII,246324,246977,-
YLR052W,chrXII,247201,247953,+
YLR053C,chrXII,248100,248426,-
YLR054C,chrXII,248717,250978,-
YLR055C,chrXII,251272,253080,-
YLR056W,chrXII,253861,254958,+
YLR057W,chrXII,255306,257855,+
YLR058C,chrXII,257992,259401,-
YLR059C,chrXII,259738,260547,-
YLR060W,chrXII,260979,262766,+
YLR061W,chrXII,263194,263948,+
YLR062C,chrXII,263577,263954,-
YLR063W,chrXII,264157,265254,+
YLR064W,chrXII,265456,266277,+
YLR065C,chrXII,266373,266918,-
YLR066W,chrXII,267169,267723,+
YLR067C,chrXII,267813,270710,-
YLR068W,chrXII,271008,271463,+
YLR069C,chrXII,271630,273915,-
YLR070C,chrXII,274141,275211,-
YLR071C,chrXII,275378,278626,-
YLR072W,chrXII,278862,280943,+
YLR073C,chrXII,281019,281621,-
YLR074C,chrXII,281956,282456,-
YLR075W,chrXII,282927,283592,+
YLR076C,chrXII,283185,283607,-
YLR077W,chrXII,283872,285623,+
YLR078C,chrXII,285736,286559,-
YLR079W,chrXII,286820,287674,+
YLR080W,chrXII,287916,289250,+
YLR081W,chrXII,290212,291936,+
YLR082C,chrXII,292394,293572,-
YLR083C,chrXII,294091,296094,-
YLR084C,chrXII,296589,300251,-
YLR085C,chrXII,300673,301989,-
YLR086W,chrXII,302243,306499,+
YLR087C,chrXII,306855,315731,-
YLR088W,chrXII,316107,317951,+
YLR089C,chrXII,318237,320015,-
YLR090W,chrXII,320701,322080,+
YLR091W,chrXII,322297,323178,+
YLR092W,chrXII,323544,326225,+
YLR093C,chrXII,326513,327415,-
YLR094C,chrXII,327730,329238,-
YLR095C,chrXII,329677,332115,-
YLR096W,chrXII,332590,336033,+
YLR097C,chrXII,336231,337265,-
YLR098C,chrXII,337527,339473,-
YLR099C,chrXII,339744,340928,-
YLR099W-A,chrXII,341325,341588,+
YLR100W,chrXII,341810,342853,+
YLR101C,chrXII,342566,342961,-
YLR102C,chrXII,342970,343767,-
YLR103C,chrXII,343989,345941,-
YLR104W,chrXII,346585,346980,+
YLR105C,chrXII,347047,348180,-
YLR106C,chrXII,349006,363738,-
YLR107W,chrXII,364116,365330,+
YLR108C,chrXII,366667,368124,-
YLR109W,chrXII,368781,369311,+
YLR110C,chrXII,369697,370098,-
YLR111W,chrXII,370391,370723,+
YLR112W,chrXII,370791,371210,+
YLR113W,chrXII,371620,372927,+
YLR114C,chrXII,374944,377238,-
YLR115W,chrXII,377985,380564,+
YLR116W,chrXII,380822,382252,+
YLR117C,chrXII,382471,384534,-
YLR118C,chrXII,384725,385408,-
YLR119W,chrXII,385534,386175,+
YLR120C,chrXII,386511,388220,-
YLR120W-A,chrXII,388672,388773,+
YLR121C,chrXII,388744,390270,-
YLR122C,chrXII,390954,391331,-
YLR123C,chrXII,391078,391407,-
YLR124W,chrXII,391600,391944,+
YLR125W,chrXII,393484,393894,+
YLR126C,chrXII,394765,395520,-
YLR127C,chrXII,395758,398319,-
YLR128W,chrXII,398530,399433,+
YLR129W,chrXII,399657,402488,+
YLR130C,chrXII,402794,404062,-
YLR131C,chrXII,404510,406822,-
YLR132C,chrXII,407283,408155,-
YLR133W,chrXII,408445,410193,+
YLR134W,chrXII,410723,412414,+
YLR135W,chrXII,413281,415527,+
YLR136C,chrXII,415801,416658,-
YLR137W,chrXII,417006,418109,+
YLR138W,chrXII,418437,421394,+
YLR139C,chrXII,421542,423473,-
YLR140W,chrXII,423474,423800,+
YLR141W,chrXII,423683,424774,+
YLR142W,chrXII,425186,426616,+
YLR143W,chrXII,427329,429386,+
YLR144C,chrXII,429677,432016,-
YLR145W,chrXII,432168,432773,+
YLR146C,chrXII,432823,433725,-
YLR146W-A,chrXII,433870,434058,+
YLR147C,chrXII,434158,434463,-
YLR148W,chrXII,434641,437397,+
YLR149C,chrXII,437631,439823,-
YLR149C-A,chrXII,440370,440456,-
YLR150W,chrXII,440467,441288,+
YLR151C,chrXII,441715,442737,-
YLR152C,chrXII,442958,444688,-
YLR153C,chrXII,445524,447575,-
YLR154C,chrXII,447982,448314,-
YLR154W-A,chrXII,452438,452623,+
YLR154W-B,chrXII,454392,454556,+
YLR154W-C,chrXII,454696,455070,+
YLR154W-E,chrXII,455433,455636,+
YLR154W-F,chrXII,455883,456023,+
YLR154C-G,chrXII,462522,462671,-
YLR154C-H,chrXII,468827,468958,-
YLR155C,chrXII,469317,470405,-
YLR156W,chrXII,472113,472457,+
YLR156C-A,chrXII,472479,472610,-
YLR157C,chrXII,472969,474057,-
YLR157W-D,chrXII,475764,475976,+
YLR157W-E,chrXII,481873,482037,+
YLR157C-C,chrXII,482059,482190,-
YLR158C,chrXII,482549,483637,-
YLR159W,chrXII,485345,485689,+
YLR159C-A,chrXII,485711,485842,-
YLR160C,chrXII,486201,487289,-
YLR161W,chrXII,488997,489341,+
YLR162W,chrXII,489573,489929,+
YLR162W-A,chrXII,490406,490594,+
YLR163C,chrXII,491866,493254,-
YLR163W-A,chrXII,492812,492925,+
YLR164W,chrXII,493883,494389,+
YLR165C,chrXII,494494,495258,-
YLR166C,chrXII,495429,498044,-
YLR167W,chrXII,498947,499405,+
YLR168C,chrXII,499578,500270,-
YLR169W,chrXII,500335,500688,+
YLR170C,chrXII,500579,501049,-
YLR171W,chrXII,500733,501122,+
YLR172C,chrXII,501260,502162,-
YLR173W,chrXII,502421,504247,+
YLR174W,chrXII,504591,505829,+
YLR175W,chrXII,506134,507585,+
YLR176C,chrXII,507797,510232,-
YLR177W,chrXII,511054,512940,+
YLR178C,chrXII,513162,513821,-
YLR179C,chrXII,514108,514713,-
YLR180W,chrXII,515262,516410,+
YLR181C,chrXII,516678,517670,-
YLR182W,chrXII,517940,520351,+
YLR183C,chrXII,520543,522012,-
YLR184W,chrXII,522106,522453,+
YLR185W,chrXII,522663,523288,+
YLR186W,chrXII,523632,524390,+
YLR187W,chrXII,524865,527945,+
YLR188W,chrXII,528300,530387,+
YLR189C,chrXII,530797,534393,-
YLR190W,chrXII,535214,536689,+
YLR191W,chrXII,537272,538432,+
YLR192C,chrXII,538792,539589,-
YLR193C,chrXII,540009,540536,-
YLR194C,chrXII,540809,541573,-
YLR195C,chrXII,541937,543304,-
YLR196W,chrXII,543968,545698,+
YLR197W,chrXII,546097,547611,+
YLR198C,chrXII,547286,547645,-
YLR199C,chrXII,547853,548769,-
YLR200W,chrXII,549012,549356,+
YLR201C,chrXII,549511,550293,-
YLR202C,chrXII,550194,550636,-
YLR203C,chrXII,550650,551960,-
YLR204W,chrXII,552270,552605,+
YLR205C,chrXII,552724,553677,-
YLR206W,chrXII,554578,556419,+
YLR207W,chrXII,556788,559289,+
YLR208W,chrXII,559551,560444,+
YLR209C,chrXII,560797,561732,-
YLR210W,chrXII,562008,563390,+
YLR211C,chrXII,563792,564531,-
YLR212C,chrXII,564860,566281,-
YLR213C,chrXII,566654,567922,-
YLR214W,chrXII,568567,570627,+
YLR215C,chrXII,570776,571858,-
YLR216C,chrXII,572096,573211,-
YLR217W,chrXII,572909,573232,+
YLR218C,chrXII,573466,573918,-
YLR219W,chrXII,574151,576337,+
YLR220W,chrXII,576825,577793,+
YLR221C,chrXII,578362,579024,-
YLR222C,chrXII,579318,581771,-
YLR222C-A,chrXII,582006,582236,-
YLR223C,chrXII,582233,585490,-
YLR224W,chrXII,586464,587573,+
YLR225C,chrXII,587695,588918,-
YLR226W,chrXII,589354,590541,+
YLR227C,chrXII,590562,592043,-
YLR228C,chrXII,600019,602463,-
YLR229C,chrXII,604212,604787,-
YLR230W,chrXII,604574,604879,+
YLR231C,chrXII,605758,607119,-
YLR232W,chrXII,606830,607177,+
YLR233C,chrXII,607425,609524,-
YLR234W,chrXII,609783,611753,+
YLR235C,chrXII,611532,611930,-
YLR236C,chrXII,611794,612117,-
YLR237W,chrXII,612367,614163,+
YLR238W,chrXII,614755,616191,+
YLR239C,chrXII,616332,617318,-
YLR240W,chrXII,617533,620160,+
YLR241W,chrXII,620473,622821,+
YLR242C,chrXII,622918,623883,-
YLR243W,chrXII,624203,625021,+
YLR244C,chrXII,625168,626331,-
YLR245C,chrXII,626502,626930,-
YLR246W,chrXII,627118,628197,+
YLR247C,chrXII,628684,633354,-
YLR248W,chrXII,634252,636084,+
YLR249W,chrXII,636780,639914,+
YLR250W,chrXII,640317,641021,+
YLR251W,chrXII,641464,642057,+
YLR252W,chrXII,641957,642262,+
YLR253W,chrXII,642627,644336,+
YLR254C,chrXII,644404,644973,-
YLR255C,chrXII,645600,645953,-
YLR256W,chrXII,646415,650923,+
YLR257W,chrXII,658826,659791,+
YLR258W,chrXII,660716,662833,+
YLR259C,chrXII,663284,665002,-
YLR260W,chrXII,665844,667907,+
YLR261C,chrXII,668237,668563,-
YLR262C,chrXII,668244,668891,-
YLR262C-A,chrXII,669468,669662,-
YLR263W,chrXII,670340,672823,+
YLR264W,chrXII,673131,673334,+
YLR264C-A,chrXII,673828,673944,-
YLR265C,chrXII,674427,675455,-
YLR266C,chrXII,675619,677724,-
YLR267W,chrXII,678212,679924,+
YLR268W,chrXII,680200,680844,+
YLR269C,chrXII,680866,681216,-
YLR270W,chrXII,681186,682238,+
YLR271W,chrXII,682737,683561,+
YLR272C,chrXII,683672,687202,-
YLR273C,chrXII,689083,691029,-
YLR274W,chrXII,691555,693882,+
YLR275W,chrXII,694378,694800,+
YLR276C,chrXII,695046,696830,-
YLR277C,chrXII,697156,699495,-
YLR278C,chrXII,699999,704024,-
YLR279W,chrXII,704309,704698,+
YLR280C,chrXII,704483,704833,-
YLR281C,chrXII,704493,704960,-
YLR282C,chrXII,705071,705412,-
YLR283W,chrXII,705186,706130,+
YLR284C,chrXII,706198,707040,-
YLR285W,chrXII,707360,708145,+
YLR285C-A,chrXII,708168,708338,-
YLR286C,chrXII,708448,710136,-
YLR286W-A,chrXII,708562,708696,+
YLR287C,chrXII,710991,712058,-
YLR287C-A,chrXII,712537,713158,-
YLR288C,chrXII,713480,714904,-
YLR289W,chrXII,715089,717026,+
YLR290C,chrXII,717145,717978,-
YLR291C,chrXII,718317,719462,-
YLR292C,chrXII,719789,720370,-
YLR293C,chrXII,720771,721430,-
YLR294C,chrXII,721701,722030,-
YLR295C,chrXII,721999,722373,-
YLR296W,chrXII,722978,723304,+
YLR297W,chrXII,724044,724433,+
YLR298C,chrXII,724721,725416,-
YLR299W,chrXII,726069,728051,+
YLR299C-A,chrXII,727911,728003,-
YLR300W,chrXII,728955,730301,+
YLR301W,chrXII,730825,731559,+
YLR302C,chrXII,732191,732553,-
YLR303W,chrXII,732542,733876,+
YLR304C,chrXII,735212,737548,-
YLR305C,chrXII,738161,743863,-
YLR306W,chrXII,744151,744851,+
YLR307W,chrXII,745620,746525,+
YLR307C-A,chrXII,746848,747111,-
YLR308W,chrXII,747937,748875,+
YLR309C,chrXII,749034,751769,-
YLR310C,chrXII,752224,756993,-
YLR311C,chrXII,757265,757612,-
YLR312C,chrXII,757637,758833,-
YLR312W-A,chrXII,759480,760241,+
YLR313C,chrXII,760750,762342,-
YLR314C,chrXII,762575,764137,-
YLR315W,chrXII,764808,765269,+
YLR316C,chrXII,765266,766358,-
YLR317W,chrXII,765655,766089,+
YLR318W,chrXII,766542,769196,+
YLR319C,chrXII,769318,771684,-
YLR320W,chrXII,771940,776304,+
YLR321C,chrXII,776584,777864,-
YLR322W,chrXII,777628,777942,+
YLR323C,chrXII,778173,778952,-
YLR324W,chrXII,779215,780786,+
YLR325C,chrXII,781143,781379,-
YLR326W,chrXII,782174,782896,+
YLR327C,chrXII,783127,783387,-
YLR328W,chrXII,784913,786118,+
YLR329W,chrXII,786442,787333,+
YLR330W,chrXII,787664,789679,+
YLR331C,chrXII,790669,791046,-
YLR332W,chrXII,790676,791806,+
YLR333C,chrXII,795573,796335,-
YLR334C,chrXII,796698,797078,-
YLR335W,chrXII,797430,799592,+
YLR336C,chrXII,799697,802396,-
YLR337C,chrXII,802653,805106,-
YLR338W,chrXII,804346,805203,+
YLR339C,chrXII,805784,806335,-
YLR340W,chrXII,805887,806825,+
YLR341W,chrXII,807385,808818,+
YLR342W,chrXII,809997,815627,+
YLR342W-A,chrXII,815810,815983,+
YLR343W,chrXII,816094,817761,+
YLR344W,chrXII,819312,820142,+
YLR345W,chrXII,820511,822040,+
YLR346C,chrXII,822287,822592,-
YLR347C,chrXII,823828,826413,-
YLR347W-A,chrXII,824789,824929,+
YLR348C,chrXII,826977,827873,-
YLR349W,chrXII,827521,828027,+
YLR350W,chrXII,828730,829380,+
YLR351C,chrXII,829489,830364,-
YLR352W,chrXII,831116,833539,+
YLR353W,chrXII,834352,836163,+
YLR354C,chrXII,836350,837357,-
YLR355C,chrXII,838066,839253,-
YLR356W,chrXII,840321,840914,+
YLR357W,chrXII,841331,844000,+
YLR358C,chrXII,843487,844050,-
YLR359W,chrXII,844282,845730,+
YLR360W,chrXII,846103,847422,+
YLR361C,chrXII,847388,849124,-
YLR361C-A,chrXII,849383,849679,-
YLR362W,chrXII,849866,852019,+
YLR363C,chrXII,852495,853151,-
YLR363W-A,chrXII,853461,853718,+
YLR364W,chrXII,854062,854391,+
YLR365W,chrXII,855199,855531,+
YLR364C-A,chrXII,855523,855645,-
YLR366W,chrXII,855538,855843,+
YLR367W,chrXII,855878,857317,+
YLR368W,chrXII,857540,859336,+
YLR369W,chrXII,859552,861525,+
YLR370C,chrXII,861718,862254,-
YLR371W,chrXII,862714,866784,+
YLR372W,chrXII,867354,868391,+
YLR373C,chrXII,868662,871367,-
YLR374C,chrXII,871453,871842,-
YLR375W,chrXII,871697,872728,+
YLR376C,chrXII,872826,873554,-
YLR377C,chrXII,873746,874792,-
YLR378C,chrXII,875736,877178,-
YLR379W,chrXII,876922,877296,+
YLR380W,chrXII,878282,879508,+
YLR381W,chrXII,879723,881924,+
YLR382C,chrXII,882067,884751,-
YLR383W,chrXII,885288,888632,+
YLR384C,chrXII,888851,892900,-
YLR385C,chrXII,892992,893390,-
YLR386W,chrXII,893628,896270,+
YLR387C,chrXII,896374,897672,-
YLR388W,chrXII,898158,898821,+
YLR389C,chrXII,899577,902660,-
YLR390W,chrXII,903066,903404,+
YLR390W-A,chrXII,903724,904440,+
YLR392C,chrXII,904749,906305,-
YLR393W,chrXII,907079,907918,+
YLR394W,chrXII,907950,909398,+
YLR395C,chrXII,909729,909965,-
YLR396C,chrXII,910235,912310,-
YLR397C,chrXII,912550,914892,-
YLR398C,chrXII,915156,919019,-
YLR399C,chrXII,919536,921596,-
YLR399W-A,chrXII,920869,920973,+
YLR400W,chrXII,922063,922536,+
YLR401C,chrXII,922442,924448,-
YLR402W,chrXII,924889,925080,+
YLR403W,chrXII,925568,927619,+
YLR404W,chrXII,928743,929600,+
YLR405W,chrXII,929789,930892,+
YLR406C,chrXII,931065,931755,-
YLR406C-A,chrXII,932206,932355,-
YLR407W,chrXII,932967,933653,+
YLR408C,chrXII,933885,934253,-
YLR409C,chrXII,934414,937233,-
YLR410W,chrXII,937541,940981,+
YLR411W,chrXII,947253,947978,+
YLR412W,chrXII,948368,949192,+
YLR412C-A,chrXII,950267,950473,-
YLR413W,chrXII,951156,953183,+
YLR414C,chrXII,953353,954144,-
YLR415C,chrXII,954259,954597,-
YLR416C,chrXII,954491,954889,-
YLR417W,chrXII,955010,956710,+
YLR418C,chrXII,956914,958095,-
YLR419W,chrXII,958428,962735,+
YLR420W,chrXII,963785,964879,+
YLR421C,chrXII,965090,965560,-
YLR422W,chrXII,965897,971695,+
YLR423C,chrXII,971917,973170,-
YLR424W,chrXII,973395,975521,+
YLR425W,chrXII,982894,986817,+
YLR426W,chrXII,987062,988113,+
YLR427W,chrXII,988428,990440,+
YLR428C,chrXII,990617,990961,-
YLR429W,chrXII,990777,992732,+
YLR430W,chrXII,993434,1000129,+
YLR431C,chrXII,1000342,1001703,-
YLR432W,chrXII,1002557,1004128,+
YLR433C,chrXII,1004347,1006008,-
YLR434C,chrXII,1006025,1006408,-
YLR435W,chrXII,1006378,1006995,+
YLR436C,chrXII,1007421,1011245,-
YLR437C,chrXII,1011622,1012023,-
YLR437C-A,chrXII,1012459,1012686,-
YLR438W,chrXII,1012501,1013775,+
YLR438C-A,chrXII,1013909,1014178,-
YLR439W,chrXII,1014491,1015450,+
YLR440C,chrXII,1015568,1017697,-
YLR441C,chrXII,1018141,1018908,-
YLR442C,chrXII,1019315,1022251,-
YLR443W,chrXII,1022625,1023971,+
YLR444C,chrXII,1023686,1023988,-
YLR445W,chrXII,1024189,1024837,+
YLR446W,chrXII,1025214,1026515,+
YLR447C,chrXII,1026856,1027893,-
YLR448W,chrXII,1028854,1029768,+
YLR449W,chrXII,1030834,1032012,+
YLR450W,chrXII,1032627,1035764,+
YLR451W,chrXII,1036093,1038753,+
YLR452C,chrXII,1039270,1041366,-
YLR453C,chrXII,1041799,1042986,-
YLR454W,chrXII,1043998,1051884,+
YLR455W,chrXII,1053629,1054543,+
YLR456W,chrXII,1055070,1055684,+
YLR457C,chrXII,1055812,1056771,-
YLR458W,chrXII,1056455,1056835,+
YLR459W,chrXII,1057334,1058518,+
YLR460C,chrXII,1059757,1060887,-
YLR461W,chrXII,1062919,1063281,+
YLR462W,chrXII,1065956,1066564,+
YLR463C,chrXII,1066265,1066816,-
YLR464W,chrXII,1066572,1067501,+
YLR465C,chrXII,1067045,1067353,-
YLR466W,chrXII,1067087,1071235,+
YLR466C-A,chrXII,1070387,1070869,-
YLR466C-B,chrXII,1071594,1071710,-
YLR467W,chrXII,1072508,1077898,+
YLR467C-A,chrXII,1077050,1077532,-
YML133C,chrXIII,461,4684,-
YML133W-B,chrXIII,827,1309,+
YML133W-A,chrXIII,1610,2185,+
YML132W,chrXIII,7244,8383,+
YML131W,chrXIII,10198,11295,+
YML130C,chrXIII,11483,13174,-
YML129C,chrXIII,14541,14753,-
YML128C,chrXIII,15135,16676,-
YML127W,chrXIII,17064,18809,+
YML126C,chrXIII,19060,20535,-
YML125C,chrXIII,20761,21699,-
YML124C,chrXIII,22048,23683,-
YML123C,chrXIII,24037,25800,-
YML122C,chrXIII,26038,26418,-
YML121W,chrXIII,26930,27862,+
YML120C,chrXIII,28266,29807,-
YML119W,chrXIII,30611,31684,+
YML118W,chrXIII,32334,33851,+
YML117W,chrXIII,34243,37647,+
YML116W-A,chrXIII,37472,37774,+
YML116W,chrXIII,38196,39824,+
YML115C,chrXIII,40187,41794,-
YML114C,chrXIII,42043,43575,-
YML113W,chrXIII,44045,44791,+
YML112W,chrXIII,45063,45953,+
YML111W,chrXIII,46942,49704,+
YML110C,chrXIII,50031,50954,-
YML109W,chrXIII,51640,54468,+
YML108W,chrXIII,54793,55110,+
YML107C,chrXIII,55265,56269,-
YML106W,chrXIII,56773,57453,+
YML105C,chrXIII,57866,58687,-
YML104C,chrXIII,58939,62322,-
YML103C,chrXIII,62582,67549,-
YML102W,chrXIII,68294,69700,+
YML101C-A,chrXIII,69409,69726,-
YML101C,chrXIII,69735,70088,-
YML100W-A,chrXIII,70138,70311,+
YML100W,chrXIII,70624,73920,+
YML099W-A,chrXIII,74229,74558,+
YML099C,chrXIII,74398,77040,-
YML098W,chrXIII,77267,77770,+
YML097C,chrXIII,78335,79690,-
YML096W,chrXIII,79909,81486,+
YML095C,chrXIII,81481,82113,-
YML094C-A,chrXIII,82219,82620,-
YML094W,chrXIII,82275,82849,+
YML093W,chrXIII,83090,85789,+
YML092C,chrXIII,85987,86739,-
YML091C,chrXIII,87123,90731,-
YML090W,chrXIII,90744,91130,+
YML089C,chrXIII,91041,91409,-
YML088W,chrXIII,92235,94241,+
YML087C,chrXIII,94431,95369,-
YML086C,chrXIII,95791,97371,-
YML085C,chrXIII,97941,99400,-
YML084W,chrXIII,99489,99797,+
YML083C,chrXIII,99794,101050,-
YML082W,chrXIII,101862,103811,+
YML081C-A,chrXIII,103983,104162,-
YML081W,chrXIII,104777,108532,+
YML080W,chrXIII,108806,110077,+
YML079W,chrXIII,110247,110852,+
YML078W,chrXIII,111002,111550,+
YML077W,chrXIII,111865,112344,+
YML076C,chrXIII,112513,115347,-
YML075C,chrXIII,115734,118898,-
YML074C,chrXIII,120089,121324,-
YML073C,chrXIII,123227,124172,-
YML072C,chrXIII,124730,129367,-
YML071C,chrXIII,129749,131572,-
YML070W,chrXIII,133475,135229,+
YML069W,chrXIII,135500,137158,+
YML068W,chrXIII,137550,138944,+
YML067C,chrXIII,139063,140214,-
YML066C,chrXIII,140424,141533,-
YML065W,chrXIII,142210,144954,+
YML064C,chrXIII,145139,145876,-
YML063W,chrXIII,146482,147249,+
YML062C,chrXIII,147505,148683,-
YML061C,chrXIII,148953,151532,-
YML060W,chrXIII,151871,153001,+
YML059C,chrXIII,153219,158258,-
YML058W-A,chrXIII,158760,158966,+
YML058W,chrXIII,159383,159697,+
YML057C-A,chrXIII,160023,160412,-
YML057W,chrXIII,160180,161994,+
YML056C,chrXIII,162194,164176,-
YML055W,chrXIII,164790,165326,+
YML054C,chrXIII,165533,167308,-
YML054C-A,chrXIII,167623,167781,-
YML053C,chrXIII,169116,169754,-
YML052W,chrXIII,170402,171310,+
YML051W,chrXIII,171594,172901,+
YML050W,chrXIII,173139,174074,+
YML049C,chrXIII,174220,178305,-
YML048W,chrXIII,178426,179637,+
YML047W-A,chrXIII,179893,180258,+
YML047C,chrXIII,180017,181075,-
YML046W,chrXIII,181474,183363,+
YML043C,chrXIII,190244,191767,-
YML042W,chrXIII,192788,194800,+
YML041C,chrXIII,194913,195755,-
YML038C,chrXIII,202775,204103,-
YML037C,chrXIII,204386,205408,-
YML036W,chrXIII,205642,206293,+
YML035C,chrXIII,206428,208860,-
YML034C-A,chrXIII,209428,209826,-
YML034W,chrXIII,209525,212155,+
YML032C,chrXIII,212515,213930,-
YML031C-A,chrXIII,214086,214421,-
YML031W,chrXIII,214189,216156,+
YML030W,chrXIII,216435,216914,+
YML029W,chrXIII,217362,219878,+
YML028W,chrXIII,220138,220728,+
YML027W,chrXIII,221406,222563,+
YML026C,chrXIII,222987,223828,-
YML025C,chrXIII,224406,225365,-
YML024W,chrXIII,225889,226697,+
YML023C,chrXIII,226994,228664,-
YML022W,chrXIII,228937,229500,+
YML021C,chrXIII,229734,230813,-
YML020W,chrXIII,231149,233143,+
YML019W,chrXIII,233457,234455,+
YML018C,chrXIII,234771,235952,-
YML017W,chrXIII,236588,238731,+
YML016C,chrXIII,239458,241536,-
YML015C,chrXIII,241989,243029,-
YML014W,chrXIII,243225,244064,+
YML013W,chrXIII,244149,245903,+
YML012C-A,chrXIII,245537,245914,-
YML012W,chrXIII,246116,246751,+
YML011C,chrXIII,246895,247428,-
YML010W,chrXIII,247677,250868,+
YML009W-B,chrXIII,250435,250911,+
YML009C-A,chrXIII,250675,251001,-
YML009C,chrXIII,251304,251516,-
YML008C,chrXIII,251839,252990,-
YML007C-A,chrXIII,253162,253272,-
YML007W,chrXIII,253848,255800,+
YML006C,chrXIII,256092,258416,-
YML005W,chrXIII,260221,261609,+
YML004C,chrXIII,261705,262685,-
YML003W,chrXIII,263483,264355,+
YML002W,chrXIII,264541,266754,+
YML001W,chrXIII,267174,267800,+
YMR001C,chrXIII,269019,271136,-
YMR001C-A,chrXIII,271347,271577,-
YMR002W,chrXIII,272193,272663,+
YMR003W,chrXIII,273118,273714,+
YMR004W,chrXIII,274017,275552,+
YMR005W,chrXIII,276045,277211,+
YMR006C,chrXIII,277561,279681,-
YMR007W,chrXIII,279960,280340,+
YMR008C,chrXIII,280590,282584,-
YMR009W,chrXIII,284102,284641,+
YMR010W,chrXIII,285100,286317,+
YMR011W,chrXIII,288079,289704,+
YMR012W,chrXIII,291134,294967,+
YMR013C,chrXIII,295179,296738,-
YMR013C-A,chrXIII,296471,296620,-
YMR013W-A,chrXIII,298311,298391,+
YMR014W,chrXIII,298868,300427,+
YMR015C,chrXIII,300869,302485,-
YMR016C,chrXIII,303236,305593,-
YMR017W,chrXIII,307489,308682,+
YMR018W,chrXIII,310208,311752,+
YMR019W,chrXIII,312156,315005,+
YMR020W,chrXIII,315377,316903,+
YMR021C,chrXIII,317165,318418,-
YMR022W,chrXIII,318680,319177,+
YMR023C,chrXIII,319437,321017,-
YMR024W,chrXIII,321875,323047,+
YMR025W,chrXIII,323300,324187,+
YMR026C,chrXIII,324236,325435,-
YMR027W,chrXIII,325877,327289,+
YMR028W,chrXIII,327482,328582,+
YMR029C,chrXIII,328660,330231,-
YMR030W,chrXIII,330793,331923,+
YMR031C,chrXIII,332212,334743,-
YMR031W-A,chrXIII,334709,335035,+
YMR032W,chrXIII,335298,337307,+
YMR030W-A,chrXIII,337313,337603,+
YMR033W,chrXIII,337788,339277,+
YMR034C,chrXIII,339418,340722,-
YMR035W,chrXIII,341142,341675,+
YMR036C,chrXIII,341856,343520,-
YMR037C,chrXIII,344403,346517,-
YMR038C,chrXIII,347511,348260,-
YMR039C,chrXIII,348644,349522,-
YMR040W,chrXIII,350381,350863,+
YMR041C,chrXIII,350966,351973,-
YMR042W,chrXIII,352603,353136,+
YMR043W,chrXIII,353871,354731,+
YMR044W,chrXIII,355384,356811,+
YMR046W-A,chrXIII,362702,362830,+
YMR047C,chrXIII,363364,366705,-
YMR048W,chrXIII,366981,367934,+
YMR049C,chrXIII,368094,370517,-
YMR052W,chrXIII,379586,380200,+
YMR052C-A,chrXIII,380069,380434,-
YMR053C,chrXIII,380346,382898,-
YMR054W,chrXIII,383303,385975,+
YMR055C,chrXIII,386101,387021,-
YMR056C,chrXIII,387315,388244,-
YMR057C,chrXIII,388359,388730,-
YMR058W,chrXIII,388822,390732,+
YMR059W,chrXIII,391099,391485,+
